id_area;id_programa;ies;nome_programa;inicio_mestrado;inicio_doutorado;conceito_recomendado;id_instituicao
10;33004099084P5;UNESP/IS;ENGENHARIA CIVIL;1999;;3;
10;41006011003P7;FURB;ENGENHARIA AMBIENTAL;1998;;3;
10;28001010038P0;UFBA;ENGENHARIA AMBIENTAL URBANA;1997;;3;
10;40002012027P5;UEL;ENGENHARIA DE EDIFICA��ES E SANEAMENTO;2003;;3;
10;25002015002P0;UNICAP;ENGENHARIA CIVIL;2003;;3;
10;52001016028P9;UFG;ENGENHARIA DO MEIO AMBIENTE;2003;;3;
10;26001012019P6;UFAL;RECURSOS HIDRICOS E SANEAMENTO;2005;;3;
10;32006012019P5;UFU;ENGENHARIA CIVIL;2001;;3;
26;41001010011P1;UFSC;DIREITO;1974;1984;7;
26;40001016017P3;UFPR;DIREITO;1982;1994;7;
26;31004016015P4;UERJ;DIREITO;1991;1995;6;
26;33002010119P7;USP;DIREITO;1971;1971;6;
26;42007011005P9;UNISINOS;DIREITO;1997;1999;6;
26;32008015005P7;PUC/MG;DIREITO;1997;2000;6;
26;53001010017P3;UNB;DIREITO;1975;2003;5;
26;42005019013P9;PUC/RS;DIREITO;1988;2000;5;
26;31005012020P4;PUC-RIO;DIREITO;1972;1998;5;
26;32001010027P6;UFMG;DIREITO;1978;1931;5;
26;25001019029P9;UFPE;DIREITO;1972;1996;5;
26;33105014001P2;ITE;SISTEMA CONSTITUCIONAL DE GARANTIA DE DIREITOS;1998;2006;5;
26;31018017007P9;UNESA;DIREITO;1994;2006;5;
26;15001016003P1;UFPA;DIREITO;1984;2003;5;
26;42001013042P3;UFRGS;DIREITO;1985;1999;4;
26;33005010019P5;PUC/SP;DIREITO;1973;1973;4;
26;33103011001P0;UNIMES;DIREITO;1998;2007;4;
26;31006019003P9;UGF;DIREITO;1978;1991;4;
26;33111014001P9;FEESR;DIREITO;2000;;4;
26;40003019006P4;PUC/PR;DIREITO;1999;2006;4;
26;41005015001P8;UNIVALI;CI�NCIA JUR�DICA;1995;;4;
26;33020019001P7;UNISANTOS;DIREITO;1999;;4;
26;53005015001P1;UniCEUB;DIREITO;2003;;4;
26;33024014018P2;UPM;DIREITO POL�TICO E ECON�MICO;1999;;4;
26;42005019023P4;PUC/RS;CI�NCIAS CRIMINAIS;1997;;4;
26;31054013002P9;FDC;DIREITO;1999;;4;
26;12008010002P5;UEA;DIREITO AMBIENTAL;2003;;4;
26;33136017001P4;FADISP;FUN��O SOCIAL DO DIREITO;2005;;4;
26;53003012008P3;UCB;DIREITO;2003;;4;
26;42020018002P9;UNISC;DIREITO;1998;;4;
26;24001015037P9;UFPB/J.P.;CI�NCIAS JUR�DICAS;1996;;4;
26;23001011034P7;UFRN;DIREITO;2003;;4;
26;28001010015P0;UFBA;DIREITO;1975;2005;3;
26;22002014003P8;UNIFOR;DIREITO CONSTITUCIONAL;1999;2007;3;
26;22001018011P4;UFC;DIREITO (DIREITO E DESENVOLVIMENTO);1977;;3;
26;40002012002P2;UEL;DIREITO NEGOCIAL;1978;;3;
26;33004072068P9;UNESP/FR;DIREITO;1990;;3;
26;40028011001P8;UNIPAR;DIREITO PROCESSUAL E CIDADANIA;1999;;3;
26;40031012001P5;FUNDINOPI;CI�NCIA JUR�DICA;2001;;3;
26;30010012001P7;FDV;DIREITO;2001;;3;
26;33137013001P0;UNITOLEDO;DIREITO;2000;;3;
26;42010012003P3;URI;DIREITO;2006;;3;
26;32040016001P8;FDMC;DIREITO;1997;;3;
26;33007012005P3;UNIMEP;DIREITO;1993;;3;
26;33032017007P0;UNAERP;DIREITOS COLETIVOS E CIDADANIA;2006;;3;
26;40029018001P4;FIC;DIREITO;2006;;3;
26;33079013001P3;UNIFIEO;DIREITO;2000;;3;
26;25002015006P5;UNICAP;DIREITO;2005;;3;
26;26001012018P0;UFAL;DIREITO;2002;;3;
26;33131015003P5;UNISAL;BIODIREITO, �TICA E CIDADANIA;2006;;3;
26;40030016001P9;CEUMAR;CI�NCIAS JUR�DICAS;2005;;3;
26;33034010006P0;UNIMAR;DIREITO;2004;;2;
26;42019010008P6;ULBRA;DIREITO;1999;;2;
26;42008018004P9;UCS;DIREITO;2001;;2;
26;15004015003P0;UNAMA;DIREITO;1998;;2;
26;31032010002P6;UCAM;DIREITO;1995;;2;
26;40004015009P0;UEM;DIREITO;1994;;2;
26;30001013027P0;UFES;DIREITO PROCESSUAL;2006;;2;
